,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating,Year
18886,43,46,53,24,29,Serpentyne,14,1976
18887,65,51,32,40,28,Serpentyne,28,1976
18888,19,31,37,48,43,Serpentyne,20,1976
18889,37,33,21,40,53,Serpentyne,40,1976
18890,10,34,30,30,23,Serpentyne,18,1976
18891,61,35,18,23,41,Thought-Talon,26,1976
18892,31,63,16,56,33,Thought-Talon,21,1976
18893,11,55,34,28,24,Dragonslayer,27,1976
18894,48,18,29,71,28,Dragonslayer,15,1976
18895,25,25,34,12,18,Humblescrumble,16,1976
18896,19,35,10,54,9,Serpentyne,19,1976
18897,7,42,21,40,38,Thought-Talon,2,1976
18898,25,3,65,56,7,Dragonslayer,36,1976
18899,17,37,36,17,45,Humblescrumble,15,1976
18900,44,51,45,25,33,Serpentyne,22,1976
18901,23,29,46,23,43,Serpentyne,31,1976
18902,40,17,49,18,22,Humblescrumble,14,1976
18903,31,22,39,19,29,Thought-Talon,23,1976
18904,47,13,30,29,48,Thought-Talon,32,1976
18905,66,33,4,33,21,Dragonslayer,4,1976
18906,56,38,30,15,36,Serpentyne,14,1976
18907,43,35,46,13,18,Serpentyne,7,1976
18908,11,28,5,56,21,Dragonslayer,5,1976
18909,32,12,18,17,43,Humblescrumble,20,1976
18910,18,49,42,3,29,Thought-Talon,25,1977
18911,7,25,8,6,45,Dragonslayer,7,1977
18912,23,21,32,19,21,Thought-Talon,20,1977
18913,20,36,41,53,28,Thought-Talon,23,1977
18914,19,18,51,64,56,Dragonslayer,33,1977
18915,43,31,42,42,49,Thought-Talon,37,1977
18916,40,36,36,45,15,Humblescrumble,19,1977
18917,28,39,15,11,48,Dragonslayer,15,1977
18918,37,24,28,31,60,Thought-Talon,29,1977
18919,35,14,24,37,39,Dragonslayer,10,1977
18920,58,22,52,44,61,Thought-Talon,45,1977
18921,22,47,11,35,34,Serpentyne,19,1977
18922,16,19,61,27,43,Dragonslayer,27,1977
18923,59,21,8,16,54,Thought-Talon,34,1977
18924,17,18,10,69,17,Serpentyne,19,1977
18925,7,29,16,59,57,Humblescrumble,28,1977
18926,6,42,7,43,58,Serpentyne,10,1977
18927,4,17,17,3,50,Humblescrumble,22,1977
18928,17,51,36,15,37,Dragonslayer,23,1977
18929,20,31,36,58,15,Dragonslayer,27,1977
18930,39,49,6,5,40,Serpentyne,26,1977
18931,14,4,4,46,50,Dragonslayer,6,1977
18932,14,15,7,68,12,Thought-Talon,11,1977
18933,6,22,7,21,35,Thought-Talon,7,1977
18934,20,34,48,43,43,Thought-Talon,24,1977
18935,12,31,25,31,12,Dragonslayer,19,1977
18936,6,9,8,16,28,Serpentyne,12,1977
18937,36,40,18,56,29,Serpentyne,28,1977
18938,40,25,28,13,57,Thought-Talon,25,1977
18939,27,27,24,39,53,Dragonslayer,33,1977
18940,29,42,18,8,26,Thought-Talon,15,1977
18941,65,36,21,17,26,Thought-Talon,20,1977
18942,40,23,30,43,47,Dragonslayer,24,1977
18943,41,43,19,38,56,Dragonslayer,17,1978
18944,36,29,38,34,42,Dragonslayer,38,1978
18945,22,9,11,40,46,Serpentyne,26,1978
18946,37,30,10,17,20,Thought-Talon,22,1978
18947,28,49,23,19,46,Humblescrumble,16,1978
18948,8,23,46,30,65,Serpentyne,16,1978
18949,38,61,26,71,10,Serpentyne,35,1978
18950,22,61,38,44,28,Humblescrumble,29,1978
18951,51,62,15,26,43,Thought-Talon,35,1978
18952,31,65,53,26,18,Humblescrumble,36,1978
18953,48,67,69,55,39,Dragonslayer,56,1978
18954,25,18,39,35,41,Dragonslayer,20,1978
18955,25,40,32,36,6,Humblescrumble,26,1978
18956,17,22,26,21,20,Serpentyne,8,1978
18957,13,32,21,13,53,Serpentyne,16,1978
18958,25,32,31,13,48,Thought-Talon,29,1978
18959,23,11,14,48,28,Humblescrumble,19,1978
18960,41,41,40,60,23,Thought-Talon,22,1978
18961,41,36,24,23,60,Serpentyne,26,1978
18962,48,48,17,18,33,Thought-Talon,35,1978
18963,11,66,28,28,41,Dragonslayer,17,1978
18964,43,31,24,19,72,Humblescrumble,30,1978
18965,4,46,26,55,43,Humblescrumble,23,1978
18966,43,51,58,17,43,Thought-Talon,55,1978
18967,75,10,42,57,64,Thought-Talon,36,1978
18968,33,44,53,55,71,Humblescrumble,33,1978
18969,15,38,30,14,27,Humblescrumble,16,1978
18970,38,34,22,27,39,Serpentyne,24,1978
18971,19,13,11,43,34,Serpentyne,18,1978
18972,52,53,58,13,51,Humblescrumble,32,1978
18973,52,20,29,35,11,Thought-Talon,17,1978
18974,55,53,56,19,28,Humblescrumble,28,1978
18975,31,42,15,20,17,Dragonslayer,15,1978
18976,60,50,48,33,7,Serpentyne,21,1978
18977,40,29,24,39,14,Humblescrumble,17,1978
18978,29,16,33,29,56,Serpentyne,28,1979
18979,8,25,16,42,49,Thought-Talon,5,1979
18980,6,23,23,5,53,Dragonslayer,13,1979
18981,7,19,29,70,55,Thought-Talon,6,1979
18982,56,32,43,50,25,Humblescrumble,20,1979
18983,34,33,21,45,18,Serpentyne,27,1979
18984,43,22,54,26,28,Humblescrumble,18,1979
18985,38,43,10,21,26,Thought-Talon,21,1979
18986,38,31,24,74,25,Serpentyne,36,1979
18987,39,16,14,23,49,Thought-Talon,30,1979
18988,36,9,29,43,10,Dragonslayer,18,1979
18989,31,25,9,26,47,Dragonslayer,10,1979
18990,20,51,17,13,58,Thought-Talon,18,1979
18991,14,25,12,48,54,Dragonslayer,9,1979
18992,32,32,27,42,42,Dragonslayer,29,1979
18993,59,35,38,39,50,Thought-Talon,45,1979
18994,8,5,16,23,46,Dragonslayer,6,1979
18995,43,5,55,27,62,Dragonslayer,27,1979
18996,36,35,59,19,30,Dragonslayer,24,1979
18997,38,21,8,5,70,Dragonslayer,5,1979
18998,24,29,33,23,3,Dragonslayer,16,1979
18999,55,45,40,46,40,Dragonslayer,45,1979
19000,21,36,52,17,39,Thought-Talon,23,1979
19001,38,39,28,34,49,Serpentyne,35,1979
19002,16,58,18,4,17,Thought-Talon,14,1979
19003,20,63,39,58,42,Humblescrumble,34,1979
19004,36,52,66,31,38,Humblescrumble,36,1979
19005,6,34,18,11,13,Humblescrumble,13,1979
19006,30,20,18,36,36,Humblescrumble,13,1979
19007,41,42,21,5,60,Serpentyne,38,1979
19008,37,5,46,64,27,Serpentyne,28,1979
19009,48,22,38,39,49,Dragonslayer,29,1979
19010,40,40,52,57,23,Thought-Talon,25,1979
19011,42,49,49,48,29,Dragonslayer,38,1979
19012,31,47,56,36,20,Humblescrumble,24,1979
19013,43,21,16,22,19,Dragonslayer,19,1979
19014,34,49,26,42,63,Thought-Talon,27,1979
19015,27,14,59,24,5,Serpentyne,11,1979
19016,38,6,43,56,32,Thought-Talon,19,1979
19017,65,22,32,57,56,Dragonslayer,19,1979
19018,22,36,55,58,64,Humblescrumble,22,1980
19019,31,32,32,32,28,Dragonslayer,31,1980
19020,53,29,15,29,39,Dragonslayer,29,1980
19021,22,48,3,46,39,Dragonslayer,1,1980
19022,18,55,25,22,38,Serpentyne,18,1980
19023,32,22,19,56,56,Dragonslayer,16,1980
19024,25,39,28,44,48,Thought-Talon,31,1980
19025,19,14,30,52,10,Serpentyne,23,1980
19026,34,46,4,23,71,Thought-Talon,29,1980
19027,8,43,36,61,39,Dragonslayer,18,1980
19028,27,17,22,24,21,Serpentyne,5,1980
19029,37,34,2,28,13,Humblescrumble,13,1980
19030,30,32,52,20,24,Thought-Talon,21,1980
19031,8,25,70,29,9,Dragonslayer,23,1980
19032,46,24,26,13,46,Serpentyne,35,1980
19033,29,49,27,15,38,Thought-Talon,39,1980
19034,11,28,34,50,44,Humblescrumble,19,1980
19035,30,3,13,22,19,Thought-Talon,17,1980
19036,28,7,36,70,39,Serpentyne,22,1980
19037,19,18,57,22,34,Thought-Talon,18,1980
19038,39,10,25,12,52,Serpentyne,33,1980
19039,45,31,58,5,49,Serpentyne,40,1980
19040,43,37,28,5,30,Humblescrumble,16,1980
19041,45,18,61,43,24,Serpentyne,22,1980
19042,64,31,10,30,16,Humblescrumble,22,1980
19043,15,58,56,25,23,Humblescrumble,22,1980
19044,50,69,7,12,57,Dragonslayer,7,1980
19045,10,37,16,42,18,Humblescrumble,17,1980
19046,41,51,53,44,27,Dragonslayer,30,1980
19047,22,33,24,5,22,Humblescrumble,21,1980
19048,32,65,56,39,49,Dragonslayer,33,1980
19049,12,46,43,49,6,Serpentyne,16,1980
19050,10,28,22,22,58,Humblescrumble,21,1980
19051,23,12,18,13,24,Dragonslayer,13,1980
19052,48,18,28,38,44,Dragonslayer,18,1980
19053,25,32,47,25,51,Dragonslayer,28,1980
19054,17,39,13,11,53,Humblescrumble,15,1980
19055,21,38,30,19,25,Dragonslayer,19,1981
19056,21,18,61,21,53,Thought-Talon,14,1981
19057,35,40,8,29,20,Serpentyne,7,1981
19058,7,32,14,72,39,Serpentyne,7,1981
19059,13,38,10,27,31,Serpentyne,14,1981
19060,33,21,12,10,9,Dragonslayer,16,1981
19061,16,20,33,30,26,Serpentyne,12,1981
19062,32,17,55,51,18,Humblescrumble,10,1981
19063,40,39,36,58,44,Dragonslayer,41,1981
19064,29,24,41,43,15,Humblescrumble,22,1981
19065,51,38,15,41,68,Humblescrumble,34,1981
19066,41,18,34,18,38,Dragonslayer,23,1981
19067,38,38,4,41,35,Serpentyne,29,1981
19068,60,25,6,49,49,Serpentyne,23,1981
19069,10,12,59,21,24,Serpentyne,12,1981
19070,10,28,6,52,22,Humblescrumble,16,1981
19071,40,9,31,31,32,Serpentyne,23,1981
19072,28,57,23,30,37,Serpentyne,21,1981
19073,51,22,17,12,33,Thought-Talon,30,1981
19074,8,40,28,13,19,Dragonslayer,19,1981
19075,34,36,21,30,54,Serpentyne,31,1981
19076,41,3,45,37,13,Serpentyne,20,1981
19077,35,63,36,35,32,Thought-Talon,40,1981
19078,50,10,5,31,34,Thought-Talon,32,1981
19079,42,24,27,39,9,Dragonslayer,10,1981
19080,49,7,49,34,12,Dragonslayer,27,1981
19081,61,19,32,25,36,Thought-Talon,35,1981
19082,16,32,46,35,23,Thought-Talon,18,1981
19083,39,25,13,39,25,Serpentyne,34,1981
19084,49,20,29,49,47,Humblescrumble,12,1981
19085,64,19,74,25,15,Thought-Talon,18,1981
19086,42,21,12,10,26,Thought-Talon,24,1981
19087,34,13,43,41,12,Thought-Talon,15,1981
19088,26,39,50,11,48,Serpentyne,28,1981
19089,38,16,9,58,29,Thought-Talon,23,1981
19090,51,35,22,63,18,Humblescrumble,25,1981
19091,21,49,26,10,45,Thought-Talon,21,1981
19092,51,45,34,49,58,Humblescrumble,40,1981
19093,60,21,31,51,14,Serpentyne,33,1981
19094,53,23,36,41,37,Dragonslayer,29,1981
19095,32,25,57,24,38,Thought-Talon,27,1981
19096,69,35,35,52,28,Humblescrumble,18,1981
19097,38,24,26,25,33,Humblescrumble,19,1981
19098,3,54,22,37,23,Dragonslayer,17,1981
19099,45,23,22,31,49,Serpentyne,33,1982
19100,50,53,31,11,25,Dragonslayer,13,1982
19101,23,43,18,31,19,Humblescrumble,18,1982
19102,39,21,23,38,31,Dragonslayer,29,1982
19103,39,31,33,39,14,Humblescrumble,20,1982
19104,25,33,21,3,18,Dragonslayer,10,1982
19105,35,47,28,30,31,Serpentyne,14,1982
19106,22,31,35,25,44,Dragonslayer,25,1982
19107,9,33,14,72,20,Thought-Talon,11,1982
19108,21,26,43,66,7,Serpentyne,20,1982
19109,36,40,21,26,24,Thought-Talon,25,1982
19110,16,25,43,9,25,Humblescrumble,17,1982
19111,28,37,17,39,21,Dragonslayer,26,1982
19112,57,21,50,50,16,Dragonslayer,30,1982
19113,38,25,36,19,33,Humblescrumble,19,1982
19114,31,33,35,21,23,Thought-Talon,21,1982
19115,56,42,25,56,25,Humblescrumble,24,1982
19116,65,26,61,51,1,Serpentyne,28,1982
19117,49,6,19,37,13,Thought-Talon,12,1982
19118,8,58,62,7,22,Humblescrumble,23,1982
19119,41,16,24,54,22,Humblescrumble,9,1982
19120,19,40,35,22,45,Thought-Talon,18,1982
19121,37,30,53,40,19,Serpentyne,25,1982
19122,30,26,34,9,31,Dragonslayer,13,1982
19123,31,49,32,15,32,Humblescrumble,28,1982
19124,18,6,4,25,55,Serpentyne,20,1982
19125,41,64,18,57,52,Serpentyne,44,1982
19126,37,62,26,35,12,Dragonslayer,16,1982
19127,20,27,25,12,41,Dragonslayer,10,1982
19128,53,57,43,6,37,Thought-Talon,41,1982
19129,21,29,17,42,48,Dragonslayer,17,1982
19130,24,9,42,60,11,Thought-Talon,8,1982
19131,37,12,43,54,7,Serpentyne,34,1982
19132,6,37,51,9,30,Serpentyne,14,1982
19133,42,43,36,27,40,Thought-Talon,30,1982
19134,41,23,38,53,35,Serpentyne,45,1982
19135,14,52,57,26,33,Dragonslayer,33,1982
19136,45,13,16,54,55,Dragonslayer,18,1982
19137,37,46,16,52,42,Serpentyne,35,1982
19138,36,6,2,13,72,Thought-Talon,18,1982
19139,29,24,49,22,62,Dragonslayer,20,1983
19140,41,18,30,56,25,Thought-Talon,23,1983
19141,40,14,41,15,37,Serpentyne,22,1983
19142,19,40,46,13,6,Serpentyne,2,1983
19143,23,41,20,57,35,Serpentyne,22,1983
19144,24,26,47,8,62,Thought-Talon,28,1983
19145,31,74,38,26,35,Humblescrumble,27,1983
19146,14,22,19,32,35,Humblescrumble,18,1983
19147,33,37,59,64,16,Serpentyne,19,1983
19148,52,8,31,55,18,Serpentyne,35,1983
19149,29,63,61,27,41,Dragonslayer,30,1983
19150,8,21,49,33,22,Serpentyne,4,1983
19151,37,36,66,33,48,Serpentyne,37,1983
19152,44,61,35,31,62,Thought-Talon,41,1983
19153,9,21,21,45,15,Serpentyne,11,1983
19154,65,32,27,58,36,Dragonslayer,38,1983
19155,59,49,23,45,33,Serpentyne,31,1983
19156,18,56,67,11,37,Humblescrumble,21,1983
19157,47,43,48,56,22,Thought-Talon,19,1983
19158,52,20,26,48,20,Serpentyne,35,1983
19159,20,34,40,49,39,Dragonslayer,20,1983
19160,8,20,47,59,55,Dragonslayer,29,1983
19161,16,19,43,27,19,Dragonslayer,21,1983
19162,15,24,28,36,26,Dragonslayer,17,1983
19163,8,27,63,32,25,Serpentyne,11,1983
19164,26,18,46,43,25,Serpentyne,26,1983
19165,14,44,33,32,37,Humblescrumble,16,1983
19166,35,27,26,14,51,Serpentyne,32,1983
19167,26,38,13,23,10,Humblescrumble,22,1983
19168,39,29,11,7,57,Thought-Talon,33,1983
19169,67,21,17,52,9,Thought-Talon,7,1983
19170,17,35,23,40,51,Humblescrumble,16,1983
19171,19,38,41,42,23,Serpentyne,23,1983
19172,34,36,40,9,40,Thought-Talon,44,1983
19173,15,6,28,64,20,Humblescrumble,15,1983
19174,22,32,47,40,25,Dragonslayer,27,1983
19175,29,41,56,30,43,Humblescrumble,39,1983
19176,6,53,64,41,64,Dragonslayer,43,1983
19177,51,17,15,44,46,Dragonslayer,14,1983
19178,64,12,49,23,39,Thought-Talon,29,1983
19179,40,14,54,31,53,Serpentyne,33,1983
19180,30,35,31,32,12,Humblescrumble,22,1984
19181,16,35,43,47,36,Thought-Talon,21,1984
19182,14,6,56,55,50,Dragonslayer,49,1984
19183,25,48,21,67,27,Serpentyne,24,1984
19184,26,28,34,5,43,Thought-Talon,42,1984
19185,16,54,28,41,27,Serpentyne,19,1984
19186,24,64,10,58,28,Humblescrumble,30,1984
19187,13,16,22,45,34,Humblescrumble,20,1984
19188,56,64,9,40,18,Serpentyne,17,1984
19189,33,24,17,8,31,Humblescrumble,17,1984
19190,27,44,31,27,39,Dragonslayer,30,1984
19191,63,19,44,20,28,Thought-Talon,30,1984
19192,5,15,33,26,64,Thought-Talon,3,1984
19193,29,20,32,21,58,Humblescrumble,26,1984
19194,21,55,53,27,7,Humblescrumble,26,1984
19195,37,51,59,30,36,Humblescrumble,28,1984
19196,36,60,31,11,20,Humblescrumble,42,1984
19197,4,3,17,27,41,Serpentyne,9,1984
19198,25,45,62,46,20,Thought-Talon,16,1984
19199,29,57,49,43,57,Dragonslayer,31,1984
19200,28,48,12,50,35,Thought-Talon,20,1984
19201,53,31,29,49,48,Humblescrumble,19,1984
19202,22,45,63,4,29,Dragonslayer,8,1984
19203,51,45,15,18,58,Humblescrumble,30,1984
19204,39,14,15,23,31,Humblescrumble,15,1984
19205,43,56,40,20,59,Thought-Talon,41,1984
19206,19,17,38,58,42,Thought-Talon,10,1984
19207,53,16,32,13,43,Humblescrumble,19,1984
19208,43,12,77,53,57,Dragonslayer,53,1984
19209,28,42,16,18,68,Dragonslayer,18,1984
19210,59,38,44,48,26,Thought-Talon,39,1984
19211,21,3,4,35,28,Serpentyne,24,1984
19212,9,15,29,24,65,Thought-Talon,5,1984
19213,40,62,49,23,50,Thought-Talon,48,1984
19214,24,40,12,32,35,Thought-Talon,11,1984
19215,62,38,14,41,20,Humblescrumble,15,1984
19216,8,35,28,46,47,Serpentyne,8,1984
19217,57,17,36,22,12,Thought-Talon,12,1984
19218,50,35,42,28,22,Thought-Talon,22,1984
19219,21,52,50,51,31,Dragonslayer,39,1985
19220,25,22,20,49,36,Serpentyne,26,1985
19221,33,30,7,24,7,Serpentyne,14,1985
19222,20,37,30,43,23,Dragonslayer,21,1985
19223,47,32,39,38,21,Dragonslayer,21,1985
19224,18,69,44,48,39,Dragonslayer,30,1985
19225,44,59,16,44,28,Serpentyne,26,1985
19226,12,12,9,27,10,Serpentyne,18,1985
19227,52,71,29,24,19,Humblescrumble,48,1985
19228,23,22,10,12,39,Dragonslayer,14,1985
19229,43,18,55,23,49,Serpentyne,38,1985
19230,41,20,36,48,7,Thought-Talon,8,1985
19231,12,55,13,31,10,Thought-Talon,8,1985
19232,30,17,50,32,14,Humblescrumble,10,1985
19233,47,30,24,17,54,Humblescrumble,21,1985
19234,46,22,48,55,26,Humblescrumble,15,1985
19235,20,49,64,21,32,Humblescrumble,22,1985
19236,12,11,40,22,19,Humblescrumble,11,1985
19237,40,14,43,55,50,Thought-Talon,18,1985
19238,57,20,12,40,32,Serpentyne,27,1985
19239,45,6,21,63,9,Serpentyne,46,1985
19240,14,11,53,35,33,Dragonslayer,29,1985
19241,11,46,58,19,46,Dragonslayer,26,1985
19242,21,52,18,34,40,Thought-Talon,24,1985
19243,18,42,42,69,41,Thought-Talon,20,1985
19244,18,15,47,42,41,Thought-Talon,14,1985
19245,21,39,46,17,54,Thought-Talon,21,1985
19246,20,43,42,56,42,Thought-Talon,27,1985
19247,29,32,37,51,29,Thought-Talon,38,1985
19248,33,63,5,13,40,Thought-Talon,15,1985
19249,43,32,27,41,36,Humblescrumble,14,1985
19250,31,25,23,38,20,Serpentyne,18,1985
19251,56,40,15,37,8,Dragonslayer,6,1985
19252,25,24,21,34,7,Dragonslayer,5,1985
19253,31,24,32,44,34,Dragonslayer,21,1985
19254,10,30,33,22,12,Thought-Talon,11,1985
19255,22,54,24,45,19,Dragonslayer,28,1985
19256,23,29,38,19,38,Serpentyne,18,1985
19257,33,25,63,35,22,Dragonslayer,42,1985
19258,35,60,52,25,16,Serpentyne,8,1985
19259,20,63,18,39,19,Dragonslayer,24,1986
19260,42,10,26,44,28,Dragonslayer,9,1986
19261,53,39,42,44,53,Dragonslayer,57,1986
19262,29,14,30,46,21,Serpentyne,31,1986
19263,17,30,71,15,1,Serpentyne,5,1986
19264,39,47,36,38,37,Humblescrumble,28,1986
19265,14,6,27,23,59,Humblescrumble,27,1986
19266,49,37,39,55,11,Serpentyne,34,1986
19267,22,54,48,55,49,Serpentyne,27,1986
19268,23,10,22,11,28,Thought-Talon,15,1986
19269,60,13,29,42,59,Humblescrumble,24,1986
19270,5,4,59,11,25,Humblescrumble,11,1986
19271,23,8,32,20,37,Dragonslayer,28,1986
19272,30,36,15,31,57,Humblescrumble,31,1986
19273,34,28,14,38,14,Dragonslayer,20,1986
19274,51,65,47,21,29,Humblescrumble,40,1986
19275,23,22,54,28,27,Serpentyne,17,1986
19276,51,29,26,22,49,Serpentyne,30,1986
19277,28,27,18,45,33,Humblescrumble,16,1986
19278,35,24,36,25,27,Humblescrumble,15,1986
19279,55,33,56,16,32,Humblescrumble,23,1986
19280,29,8,30,47,16,Thought-Talon,20,1986
19281,10,33,41,28,55,Serpentyne,11,1986
19282,49,31,57,17,21,Humblescrumble,15,1986
19283,61,20,29,24,33,Dragonslayer,21,1986
19284,63,37,32,49,16,Humblescrumble,26,1986
19285,57,58,32,48,42,Dragonslayer,42,1986
19286,54,25,6,25,10,Humblescrumble,14,1986
19287,19,46,41,22,23,Humblescrumble,22,1986
19288,34,30,13,16,9,Humblescrumble,18,1986
19289,22,27,32,38,28,Humblescrumble,16,1986
19290,18,24,34,27,7,Serpentyne,15,1986
19291,10,42,27,8,11,Dragonslayer,15,1986
19292,29,19,22,21,18,Humblescrumble,11,1986
19293,34,21,47,37,46,Humblescrumble,13,1986
19294,28,9,58,37,38,Dragonslayer,31,1986
19295,22,28,45,28,69,Dragonslayer,27,1986
19296,38,20,31,36,29,Thought-Talon,19,1986
19297,17,39,33,47,35,Dragonslayer,18,1986
19298,43,44,40,37,32,Serpentyne,14,1986
19299,30,39,25,29,11,Thought-Talon,14,1986
19300,65,42,51,68,44,Dragonslayer,69,1986
19301,44,10,49,23,23,Dragonslayer,22,1987
19302,15,37,8,25,52,Humblescrumble,25,1987
19303,72,16,49,38,57,Thought-Talon,50,1987
19304,42,28,20,32,43,Thought-Talon,39,1987
19305,38,52,44,30,18,Humblescrumble,33,1987
19306,3,35,19,26,61,Humblescrumble,33,1987
19307,18,59,41,29,51,Humblescrumble,29,1987
19308,13,38,39,42,28,Thought-Talon,17,1987
19309,44,35,63,39,55,Humblescrumble,27,1987
19310,20,45,64,32,20,Serpentyne,17,1987
19311,49,68,38,29,32,Humblescrumble,40,1987
19312,45,34,70,6,6,Serpentyne,0,1987
19313,40,22,53,19,45,Serpentyne,18,1987
19314,30,11,30,7,48,Serpentyne,37,1987
19315,31,39,40,18,29,Humblescrumble,26,1987
19316,26,32,17,63,32,Serpentyne,30,1987
19317,65,45,46,4,42,Serpentyne,33,1987
19318,61,13,24,9,25,Thought-Talon,29,1987
19319,43,40,17,69,47,Thought-Talon,31,1987
19320,15,17,38,7,22,Thought-Talon,20,1987
19321,63,12,46,52,50,Thought-Talon,38,1987
19322,5,27,51,46,36,Dragonslayer,26,1987
19323,21,42,20,27,24,Thought-Talon,13,1987
19324,43,47,21,46,43,Thought-Talon,36,1987
19325,42,29,8,3,58,Thought-Talon,29,1987
19326,36,52,8,12,30,Thought-Talon,26,1987
19327,34,15,20,28,38,Serpentyne,23,1987
19328,18,38,39,15,58,Humblescrumble,30,1987
19329,43,15,38,46,10,Dragonslayer,27,1987
19330,36,7,22,49,39,Humblescrumble,21,1987
19331,29,12,49,59,47,Humblescrumble,27,1987
19332,35,16,17,29,55,Serpentyne,36,1987
19333,24,33,18,30,55,Dragonslayer,24,1987
19334,5,29,47,42,15,Serpentyne,11,1987
19335,40,44,34,34,24,Serpentyne,20,1987
19336,41,24,27,37,35,Serpentyne,22,1987
19337,63,51,26,40,34,Humblescrumble,32,1988
19338,28,51,13,34,16,Humblescrumble,25,1988
19339,19,31,61,32,23,Dragonslayer,26,1988
19340,2,19,44,28,36,Humblescrumble,18,1988
19341,52,24,18,20,49,Thought-Talon,37,1988
19342,58,31,58,15,50,Dragonslayer,18,1988
19343,57,39,40,19,20,Dragonslayer,23,1988
19344,13,33,36,41,19,Serpentyne,15,1988
19345,22,37,70,24,7,Dragonslayer,22,1988
19346,7,16,21,49,34,Serpentyne,15,1988
19347,6,12,36,6,33,Dragonslayer,9,1988
19348,29,28,35,32,12,Humblescrumble,19,1988
19349,61,26,27,28,18,Dragonslayer,19,1988
19350,19,13,64,13,30,Dragonslayer,13,1988
19351,35,24,32,34,19,Thought-Talon,24,1988
19352,11,25,21,22,20,Humblescrumble,10,1988
19353,28,32,17,39,44,Dragonslayer,27,1988
19354,26,39,25,48,49,Dragonslayer,30,1988
19355,54,14,33,40,13,Thought-Talon,12,1988
19356,75,58,41,34,19,Thought-Talon,18,1988
19357,29,13,28,5,78,Serpentyne,30,1988
19358,48,8,4,38,11,Humblescrumble,10,1988
19359,15,40,17,6,51,Serpentyne,15,1988
19360,15,29,13,45,24,Humblescrumble,18,1988
19361,40,49,43,59,52,Serpentyne,37,1988
19362,34,39,11,46,32,Humblescrumble,24,1988
19363,29,21,27,29,18,Serpentyne,17,1988
19364,26,10,46,27,51,Dragonslayer,26,1988
19365,45,17,48,38,59,Dragonslayer,28,1988
19366,35,65,66,36,22,Dragonslayer,45,1988
19367,40,54,34,12,37,Humblescrumble,39,1988
19368,19,27,54,22,27,Thought-Talon,23,1988
19369,4,45,17,32,35,Humblescrumble,17,1988
19370,16,15,42,38,34,Humblescrumble,18,1988
19371,36,15,30,29,33,Thought-Talon,25,1988
19372,54,10,59,39,22,Serpentyne,23,1988
19373,25,19,3,28,49,Thought-Talon,13,1988
19374,16,43,16,39,7,Serpentyne,11,1988
19375,29,22,34,44,47,Humblescrumble,22,1988
19376,39,37,24,8,26,Serpentyne,11,1988
19377,51,45,3,37,26,Humblescrumble,27,1988
19378,44,50,21,29,9,Serpentyne,13,1988
19379,48,34,11,53,41,Dragonslayer,6,1989
19380,26,23,50,33,34,Humblescrumble,18,1989
19381,45,35,12,19,31,Serpentyne,18,1989
19382,42,35,42,48,60,Serpentyne,33,1989
19383,54,23,42,33,10,Serpentyne,17,1989
19384,31,35,46,25,19,Dragonslayer,31,1989
19385,38,55,30,29,51,Dragonslayer,41,1989
19386,42,25,29,55,26,Thought-Talon,23,1989
19387,14,21,42,38,41,Dragonslayer,25,1989
19388,37,44,20,38,31,Humblescrumble,24,1989
19389,41,26,58,43,20,Dragonslayer,45,1989
19390,1,33,37,42,25,Serpentyne,5,1989
19391,10,44,44,13,28,Humblescrumble,20,1989
19392,11,50,38,50,32,Humblescrumble,22,1989
19393,56,13,48,12,60,Thought-Talon,45,1989
19394,43,24,40,34,49,Thought-Talon,26,1989
19395,46,32,9,48,36,Serpentyne,32,1989
19396,23,49,14,24,27,Humblescrumble,27,1989
19397,50,54,38,67,29,Serpentyne,48,1989
19398,57,12,11,31,51,Thought-Talon,40,1989
19399,68,32,10,44,41,Humblescrumble,27,1989
19400,58,30,30,63,17,Dragonslayer,21,1989
19401,37,14,14,22,28,Humblescrumble,16,1989
19402,15,28,28,26,18,Thought-Talon,12,1989
19403,36,13,48,22,21,Humblescrumble,6,1989
19404,27,31,19,14,61,Humblescrumble,21,1989
19405,8,54,51,14,23,Dragonslayer,17,1989
19406,17,6,10,63,52,Thought-Talon,9,1989
19407,36,26,13,63,27,Serpentyne,33,1989
19408,19,37,19,35,63,Serpentyne,21,1989
19409,20,27,23,57,10,Thought-Talon,12,1989
19410,29,73,46,75,35,Humblescrumble,24,1989
19411,5,31,30,50,67,Thought-Talon,4,1989
19412,15,14,19,62,17,Humblescrumble,13,1989
19413,22,18,6,19,17,Serpentyne,9,1989
19414,21,24,18,36,19,Thought-Talon,22,1989
19415,27,33,14,19,45,Serpentyne,27,1989
19416,28,15,33,11,32,Thought-Talon,17,1989
19417,20,29,32,15,16,Serpentyne,10,1989
19418,35,74,15,22,47,Humblescrumble,20,1989
19419,38,23,55,16,27,Thought-Talon,23,1989
